COMMAND    PID   USER   FD      TYPE     DEVICE SIZE/OFF       NODE NAME
systemd    859 andrej  cwd       DIR        8,1     4096          2 /
systemd    859 andrej  rtd       DIR        8,1     4096          2 /
systemd    859 andrej  txt       REG        8,1  1607308    6685888 /lib/systemd/systemd
systemd    859 andrej  mem       REG        8,1  1050528    6684760 /lib/i386-linux-gnu/libm-2.27.so
systemd    859 andrej  mem       REG        8,1   128472    6686334 /lib/i386-linux-gnu/libudev.so.1.6.9
systemd    859 andrej  mem       REG        8,1    91524    6687056 /lib/i386-linux-gnu/libgpg-error.so.0.22.0
systemd    859 andrej  mem       REG        8,1    46600    6687067 /lib/i386-linux-gnu/libjson-c.so.3.0.1
systemd    859 andrej  mem       REG        8,1    46456    4852867 /usr/lib/i386-linux-gnu/libargon2.so.0
systemd    859 andrej  mem       REG        8,1   401396    6687037 /lib/i386-linux-gnu/libdevmapper.so.1.02.1
systemd    859 andrej  mem       REG        8,1    17908    6687003 /lib/i386-linux-gnu/libattr.so.1.1.0
systemd    859 andrej  mem       REG        8,1    17908    6687018 /lib/i386-linux-gnu/libcap-ng.so.0.0.0
systemd    859 andrej  mem       REG        8,1    30324    6687218 /lib/i386-linux-gnu/libuuid.so.1.3.0
systemd    859 andrej  mem       REG        8,1    13796    6684759 /lib/i386-linux-gnu/libdl-2.27.so
systemd    859 andrej  mem       REG        8,1   472372    6687029 /lib/i386-linux-gnu/libpcre.so.3.13.3
systemd    859 andrej  mem       REG        8,1   146980    6684770 /lib/i386-linux-gnu/libpthread-2.27.so
systemd    859 andrej  mem       REG        8,1    83308    4850820 /usr/lib/i386-linux-gnu/liblz4.so.1.7.1
systemd    859 andrej  mem       REG        8,1   169496    6687183 /lib/i386-linux-gnu/liblzma.so.5.2.2
systemd    859 andrej  mem       REG        8,1   206196    6687062 /lib/i386-linux-gnu/libidn.so.11.6.16
systemd    859 andrej  mem       REG        8,1    26200    4853479 /usr/lib/i386-linux-gnu/libip4tc.so.0.1.0
systemd    859 andrej  mem       REG        8,1   914752    6687046 /lib/i386-linux-gnu/libgcrypt.so.20.2.1
systemd    859 andrej  mem       REG        8,1    17896    6687020 /lib/i386-linux-gnu/libcap.so.2.25
systemd    859 andrej  mem       REG        8,1   377448    6687179 /lib/i386-linux-gnu/libcryptsetup.so.12.2.0
systemd    859 andrej  mem       REG        8,1    34484    6686993 /lib/i386-linux-gnu/libacl.so.1.1.0
systemd    859 andrej  mem       REG        8,1    67316    6684698 /lib/i386-linux-gnu/libapparmor.so.1.4.2
systemd    859 andrej  mem       REG        8,1   107896    6687071 /lib/i386-linux-gnu/libkmod.so.2.3.2
systemd    859 andrej  mem       REG        8,1   124220    6684697 /lib/i386-linux-gnu/libaudit.so.1.0.0
systemd    859 andrej  mem       REG        8,1    59024    6686540 /lib/i386-linux-gnu/libpam.so.0.83.1
systemd    859 andrej  mem       REG        8,1   350824    6687027 /lib/i386-linux-gnu/libblkid.so.1.1.0
systemd    859 andrej  mem       REG        8,1   395796    6687006 /lib/i386-linux-gnu/libmount.so.1.1.0
systemd    859 andrej  mem       REG        8,1   169960    6687157 /lib/i386-linux-gnu/libselinux.so.1
systemd    859 andrej  mem       REG        8,1   132656    6687171 /lib/i386-linux-gnu/libseccomp.so.2.5.1
systemd    859 andrej  mem       REG        8,1    34740    6687031 /lib/i386-linux-gnu/librt-2.27.so
systemd    859 andrej  mem       REG        8,1  2370408    6685885 /lib/systemd/libsystemd-shared-237.so
systemd    859 andrej  mem       REG        8,1  1942936    6684756 /lib/i386-linux-gnu/libc-2.27.so
systemd    859 andrej  mem       REG        8,1   159956    6684678 /lib/i386-linux-gnu/ld-2.27.so
systemd    859 andrej    0r      CHR        1,3      0t0          6 /dev/null
systemd    859 andrej    1u     unix 0xf45f5200      0t0      27794 type=STREAM
systemd    859 andrej    2u     unix 0xf45f5200      0t0      27794 type=STREAM
systemd    859 andrej    3u     unix 0xf45f4c00      0t0      27810 type=DGRAM
systemd    859 andrej    4u  a_inode       0,14        0      12186 [eventpoll]
systemd    859 andrej    5u  a_inode       0,14        0      12186 [signalfd]
systemd    859 andrej    6r  a_inode       0,14        0      12186 inotify
systemd    859 andrej    7r      DIR       0,28        0       1396 /sys/fs/cgroup/unified/user.slice/user-1000.slice/user@1000.service
systemd    859 andrej    8u  a_inode       0,14        0      12186 [timerfd]
systemd    859 andrej    9u  netlink                 0t0      27482 KOBJECT_UEVENT
systemd    859 andrej   10u  a_inode       0,14        0      12186 [eventpoll]
systemd    859 andrej   11r      REG        0,5        0      27487 /proc/859/mountinfo
systemd    859 andrej   12r  a_inode       0,14        0      12186 inotify
systemd    859 andrej   13r      REG        0,5        0 4026532071 /proc/swaps
systemd    859 andrej   14u     unix 0xf4695e00      0t0      27488 /run/user/1000/systemd/notify type=DGRAM
systemd    859 andrej   15u     unix 0xf4694c00      0t0      27489 type=DGRAM
systemd    859 andrej   16u     unix 0xf4696d00      0t0      27490 type=DGRAM
systemd    859 andrej   17u     unix 0xf4697000      0t0      27491 /run/user/1000/systemd/private type=STREAM
systemd    859 andrej   18u     unix 0xf3e60600      0t0      28052 type=STREAM
systemd    859 andrej   19u     unix 0xf3e60300      0t0      28053 type=STREAM
systemd    859 andrej   22u     unix 0xf4695800      0t0      27495 /run/user/1000/gnupg/S.gpg-agent.browser type=STREAM
systemd    859 andrej   23u     unix 0xf4695500      0t0      27496 /run/user/1000/gnupg/S.dirmngr type=STREAM
systemd    859 andrej   24u     unix 0xf4696400      0t0      27497 /run/user/1000/gnupg/S.gpg-agent.ssh type=STREAM
systemd    859 andrej   25u     unix 0xf4694000      0t0      27498 /run/user/1000/gnupg/S.gpg-agent type=STREAM
systemd    859 andrej   26u     unix 0xf4695200      0t0      27499 /run/user/1000/snapd-session-agent.socket type=STREAM
systemd    859 andrej   27u     unix 0xf4697600      0t0      27500 /run/user/1000/gnupg/S.gpg-agent.extra type=STREAM
systemd    859 andrej   28u     unix 0xf4694600      0t0      27501 /run/user/1000/bus type=STREAM
systemd    859 andrej   29u  a_inode       0,14        0      12186 [timerfd]
(sd-pam    861 andrej  cwd       DIR        8,1     4096          2 /
(sd-pam    861 andrej  rtd       DIR        8,1     4096          2 /
(sd-pam    861 andrej  txt       REG        8,1  1607308    6685888 /lib/systemd/systemd
(sd-pam    861 andrej  mem       REG        8,1    13792    6686541 /lib/i386-linux-gnu/libpam_misc.so.0.82.0
(sd-pam    861 andrej  mem       REG        8,1    46360    6687201 /lib/i386-linux-gnu/security/pam_gnome_keyring.so
(sd-pam    861 andrej  mem       REG        8,1   264672    6685882 /lib/i386-linux-gnu/security/pam_systemd.so
(sd-pam    861 andrej  mem       REG        8,1    38412    6684758 /lib/i386-linux-gnu/libcrypt-2.27.so
